Source;LoadingType;ProblemInstance;ExecutionTime;ProblamGroup
TEMPELMEIER;DB;TM_531AC_1;16,90614057;TM_5
TEMPELMEIER;DB;TM_532AC_1;16,53616667;TM_5
TEMPELMEIER;DB;TM_511AC_2;16,60021806;TM_5
TEMPELMEIER;DB;TM_512AC_2;16,1953547;TM_5
TEMPELMEIER;DB;TM_521AC_2;16,09096527;TM_5
TEMPELMEIER;DB;TM_522AC_2;16,28898954;TM_5
TEMPELMEIER;DB;TM_531AC_2;16,38980293;TM_5
TEMPELMEIER;DB;TM_532AC_2;16,05113721;TM_5
TEMPELMEIER;DB;TM_511GA_1;16,00972009;TM_5
TEMPELMEIER;DB;TM_512GA_1;16,26968002;TM_5
TEMPELMEIER;DB;TM_521GA_1;16,40022278;TM_5
TEMPELMEIER;DB;TM_522GA_1;16,02575445;TM_5
TEMPELMEIER;DB;TM_531GA_1;19,0301981;TM_5
TEMPELMEIER;DB;TM_532GA_1;17,53018379;TM_5
TEMPELMEIER;DB;TM_511GA_2;16,83163691;TM_5
TEMPELMEIER;DB;TM_512GA_2;16,31202126;TM_5
TEMPELMEIER;DB;TM_521GA_2;17,27196693;TM_5
TEMPELMEIER;DB;TM_522GA_2;16,63263607;TM_5
TEMPELMEIER;DB;TM_531GA_2;16,77079797;TM_5
TEMPELMEIER;DB;TM_532GA_2;17,86485028;TM_5
TEMPELMEIER;DB;TM_511GC_1;21,16581893;TM_5
TEMPELMEIER;DB;TM_512GC_1;16,51873255;TM_5
TEMPELMEIER;DB;TM_521GC_1;16,59894323;TM_5
TEMPELMEIER;DB;TM_522GC_1;16,88252568;TM_5
TEMPELMEIER;DB;TM_531GC_1;16,88385534;TM_5
TEMPELMEIER;DB;TM_532GC_1;16,73649073;TM_5
TEMPELMEIER;DB;TM_511GC_2;17,34073806;TM_5
TEMPELMEIER;DB;TM_512GC_2;17,96144748;TM_5
TEMPELMEIER;DB;TM_521GC_2;19,14389586;TM_5
TEMPELMEIER;DB;TM_522GC_2;21,90345621;TM_5
TEMPELMEIER;DB;TM_531GC_2;17,13177848;TM_5
TEMPELMEIER;DB;TM_532GC_2;19,15832853;TM_5
TEMPELMEIER;DB;TM_611AA_1;18,55208969;TM_6
TEMPELMEIER;DB;TM_612AA_1;18,48013926;TM_6
TEMPELMEIER;DB;TM_621AA_1;17,40918398;TM_6
TEMPELMEIER;DB;TM_622AA_1;17,67061162;TM_6
TEMPELMEIER;DB;TM_631AA_1;17,26468873;TM_6
TEMPELMEIER;DB;TM_632AA_1;17,93827033;TM_6
TEMPELMEIER;DB;TM_611AA_2;17,07386994;TM_6
TEMPELMEIER;DB;TM_612AA_2;19,30834365;TM_6
TEMPELMEIER;DB;TM_621AA_2;18,4052279;TM_6
TEMPELMEIER;DB;TM_622AA_2;17,02721095;TM_6
TEMPELMEIER;DB;TM_631AA_2;17,58677554;TM_6
TEMPELMEIER;DB;TM_632AA_2;17,46196723;TM_6
TEMPELMEIER;DB;TM_611AC_1;17,63130021;TM_6
TEMPELMEIER;DB;TM_612AC_1;17,10897565;TM_6
TEMPELMEIER;DB;TM_621AC_1;17,61406302;TM_6
TEMPELMEIER;DB;TM_622AC_1;17,88791513;TM_6
TEMPELMEIER;DB;TM_631AC_1;17,73387313;TM_6
TEMPELMEIER;DB;TM_632AC_1;17,69809008;TM_6
TEMPELMEIER;DB;TM_611AC_2;17,75487185;TM_6
TEMPELMEIER;DB;TM_612AC_2;17,59223676;TM_6
TEMPELMEIER;DB;TM_621AC_2;16,86796069;TM_6
TEMPELMEIER;DB;TM_622AC_2;18,09639907;TM_6
TEMPELMEIER;DB;TM_631AC_2;17,01247311;TM_6
TEMPELMEIER;DB;TM_632AC_2;17,46356726;TM_6
TEMPELMEIER;DB;TM_611GA_1;16,78435946;TM_6
TEMPELMEIER;DB;TM_612GA_1;17,36559677;TM_6
TEMPELMEIER;DB;TM_621GA_1;16,81905389;TM_6
TEMPELMEIER;DB;TM_622GA_1;16,70344543;TM_6
TEMPELMEIER;DB;TM_631GA_1;17,56463861;TM_6
TEMPELMEIER;DB;TM_632GA_1;16,83127618;TM_6
TEMPELMEIER;DB;TM_611GA_2;18,3139174;TM_6
TEMPELMEIER;DB;TM_612GA_2;17,39478874;TM_6
TEMPELMEIER;DB;TM_621GA_2;16,54194164;TM_6
TEMPELMEIER;DB;TM_622GA_2;15,96366405;TM_6
TEMPELMEIER;DB;TM_631GA_2;15,68523335;TM_6
TEMPELMEIER;DB;TM_632GA_2;16,24685526;TM_6
TEMPELMEIER;DB;TM_611GC_1;15,5721736;TM_6
TEMPELMEIER;DB;TM_612GC_1;15,52425456;TM_6
TEMPELMEIER;DB;TM_621GC_1;15,49267483;TM_6
TEMPELMEIER;DB;TM_622GC_1;16,03572202;TM_6
TEMPELMEIER;DB;TM_631GC_1;15,50433707;TM_6
TEMPELMEIER;DB;TM_632GC_1;15,7096014;TM_6
TEMPELMEIER;DB;TM_611GC_2;16,39408326;TM_6
TEMPELMEIER;DB;TM_612GC_2;12,7059412;TM_6
TEMPELMEIER;DB;TM_621GC_2;12,36587858;TM_6
TEMPELMEIER;DB;TM_622GC_2;12,3839891;TM_6
TEMPELMEIER;DB;TM_631GC_2;12,42326903;TM_6
TEMPELMEIER;DB;TM_632GC_2;12,52449799;TM_6
